7.8,200
7.8,201
7.7,202
7.8,203
7.7,204
7.6,205
7.8,206
7.9,207
7.5,208
7.9,209
7.7,210
7.7,211
7.7,212
7.7,213
7.6,214
7.7,215
7.6,216
7.6,217
7.6,218
7.5,219
7.6,220
7.9,221
7.6,222
7.9,223
8.1,224
8.2,225
7.9,226
8.1,227
8.0,228
7.7,229
7.6,230
7.7,231
7.9,232
7.6,233
7.8,234
8.1,235
7.8,236
7.8,237
8.1,238
8.0,239
7.8,240
8.0,241
7.9,242
7.8,243
7.7,244
7.6,245
7.7,246
7.4,247
7.6,248
7.8,249
7.7,250
7.6,251
8.0,252
7.7,253
7.6,254
7.7,255
7.6,256
7.5,257
7.6,258
7.4,259
7.6,260
7.4,261
7.5,262
7.7,263
7.7,264
7.8,265
8.1,266
8.1,267
7.9,268
8.0,269
7.9,270
7.8,271
7.8,272
7.5,273
7.7,274
7.8,275
7.7,276
7.8,277
8.0,278
7.9,279
7.7,280
8.0,281
7.8,282
8.0,283
7.9,284
7.9,285
7.9,286
7.8,287
7.8,288
8.0,289
8.0,290
7.8,291
8.2,292
8.0,293
8.0,294
8.0,295
7.9,296
7.9,297
7.8,298
7.8,299
7.7,300
7.7,301
7.6,302
7.7,303
7.9,304
7.7,305
8.0,306
7.8,307
7.9,308
7.7,309
7.9,310
7.8,311
7.9,312
7.9,313
7.9,314
8.0,315
7.7,316
7.9,317
8.1,318
7.9,319
7.9,320
8.1,321
8.1,322
7.8,323
8.1,324
8.0,325
8.1,326
7.9,327
8.0,328
7.9,329
7.7,330
7.8,331
8.0,332
7.9,333
7.8,334
8.0,335
7.9,336
7.8,337
8.0,338
7.9,339
8.0,340
7.9,341
7.8,342
7.8,343
7.7,344
7.8,345
7.9,346
8.2,347
8.0,348
8.1,349
8.1,350
8.0,351
8.0,352
7.9,353
8.1,354
7.8,355
8.0,356
8.0,357
8.0,358
7.9,359
8.2,360
8.4,361
8.3,362
8.5,363
8.5,364
8.4,365
8.3,366
8.2,367
8.1,368
8.1,369
8.0,370
8.0,371
8.0,372
8.1,373
8.0,374
8.4,375
8.3,376
8.4,377
8.4,378
8.3,379
8.2,380
8.1,381
8.1,382
7.9,383
8.0,384
7.8,385
8.1,386
7.9,387
8.1,388
8.2,389
8.2,390
8.1,391
8.1,392
8.2,393
8.1,394
8.1,395
8.0,396
8.1,397
8.2,398
8.1,399
8.3,400
8.4,401
8.3,402
8.3,403
8.4,404
8.4,405
8.2,406
8.5,407
8.3,408
8.4,409
8.3,410
8.4,411
8.4,412
8.2,413
8.3,414
8.4,415
8.4,416
8.4,417
8.6,418
8.5,419
8.4,420
8.5,421
8.4,422
8.3,423
8.3,424
8.1,425
8.3,426
8.0,427
8.1,428
8.3,429
8.4,430
8.4,431
8.5,432
8.6,433
8.4,434
8.5,435
8.3,436
8.5,437
8.1,438
8.3,439
8.2,440
8.2,441
8.2,442
8.4,443
8.6,444
8.5,445
8.7,446
8.7,447
8.6,448
8.5,449
8.5,450
8.6,451
8.3,452
8.5,453
8.3,454
8.5,455
8.3,456
8.5,457
8.6,458
8.6,459
8.6,460
8.7,461
8.7,462
8.6,463
8.6,464
8.4,465
8.5,466
8.3,467
8.3,468
8.5,469
8.4,470
8.5,471
8.7,472
8.6,473
8.5,474
8.5,475
8.4,476
8.3,477
8.2,478
8.1,479
8.3,480
8.1,481
8.4,482
8.7,483
8.6,484
8.6,485
8.8,486
8.8,487
8.7,488
8.8,489
8.7,490
8.6,491
8.6,492
8.4,493
8.4,494
8.6,495
8.5,496
8.5,497
8.6,498
8.7,499
8.6,500
8.9,501
8.7,502
8.8,503
8.7,504
8.7,505
8.7,506
8.6,507
8.6,508
8.6,509
8.5,510
8.5,511
8.7,512
8.8,513
8.8,514
9.0,515
8.8,516
8.9,517
8.8,518
8.7,519
8.7,520
8.6,521
8.5,522
8.6,523
8.7,524
8.6,525
8.8,526
9.0,527
8.8,528
8.9,529
9.0,530
9.1,531
8.9,532
9.0,533
9.0,534
8.7,535
8.7,536
8.7,537
8.9,538
8.8,539
9.0,540
9.1,541
9.1,542
9.0,543
9.0,544
9.0,545
8.7,546
8.9,547
8.7,548
8.8,549
8.6,550
8.7,551
8.8,552
8.7,553
8.9,554
9.2,555
9.1,556
9.0,557
9.1,558
8.9,559
8.7,560
8.7,561
8.6,562
8.7,563
8.6,564
8.6,565
8.9,566
8.7,567
8.9,568
9.1,569
9.1,570
9.0,571
9.0,572
8.9,573
8.9,574
8.9,575
8.7,576
8.8,577
8.6,578
8.7,579
8.7,580
8.8,581
8.9,582
9.0,583
9.1,584
8.9,585
9.0,586
8.9,587
9.0,588
9.0,589
8.9,590
8.9,591
8.8,592
8.7,593
8.6,594
8.9,595
8.9,596
9.0,597
9.1,598
9.0,599
